account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_charge,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn,state_AK,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY
0.4380165289256199,0.0,1.0,0.5,0.4597439544807966,0.45967202141900937,0.5441135541330364,0.6058823529411764,0.6440506329113924,0.5885714285714285,0.685,0.15000000000000002,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5619834710743802,0.0,0.0,0.0,0.6924608819345662,0.6924364123159304,0.33732257166713053,0.6470588235294118,0.41164556962025317,0.5942857142857143,0.61,0.25,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.34297520661157027,1.0,0.0,0.0,0.851778093883357,0.8517402945113788,0.17227943222933478,0.5176470588235293,0.49848101265822786,0.5085714285714286,0.33,0.35000000000000003,0.2222222222222222,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3057851239669422,1.0,0.0,0.0,0.47425320056899,0.4742302543507363,0.41274700807124964,0.7176470588235294,0.47316455696202536,0.6914285714285714,0.505,0.15000000000000002,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.49586776859504134,0.0,1.0,0.46153846153846156,0.6207681365576102,0.6206492637215529,0.9699415530197606,0.6352941176470588,0.5382278481012658,0.6742857142857143,0.375,0.35000000000000003,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6033057851239669,1.0,0.0,0.0,0.4466571834992888,0.446619812583668,0.2869468410798775,0.5529411764705883,0.5362025316455696,0.5485714285714286,0.355,0.30000000000000004,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4793388429752066,0.0,0.0,0.0,0.5248933143669986,0.5249330655957162,0.9785694405789034,0.47058823529411764,0.5463291139240507,0.5142857142857142,0.435,0.2,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.578512396694215,1.0,1.0,0.7115384615384616,0.7357041251778095,0.7356091030789826,0.6178680768160311,0.6529411764705882,0.8263291139240506,0.5542857142857143,0.5599999999999999,0.25,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.2644628099173554,0.0,0.0,0.0,0.36728307254623044,0.36730254350736274,0.6359588087948789,0.48823529411764705,0.528607594936709,0.6342857142857142,0.635,0.30000000000000004,0.4444444444444444,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.30165289256198347,0.0,0.0,0.0,0.5339971550497866,0.5339692101740294,0.4547731700528806,0.8705882352941177,0.49620253164556966,0.5371428571428571,0.455,0.25,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.6900826446280992,0.0,0.0,0.0,0.3664295874822191,0.3664658634538152,0.2919565822432508,0.4176470588235294,0.3572151898734177,0.7314285714285714,0.5599999999999999,0.1,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.38842975206611574,0.0,0.0,0.0,0.44551920341394025,0.44544846050870146,0.6891177289173391,0.4411764705882353,0.4868354430379747,0.6571428571428571,0.6150000000000001,0.25,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.6611570247933884,0.0,0.0,0.0,0.9470839260312944,0.946954484605087,0.884497634288895,0.5705882352941176,0.40658227848101264,0.7314285714285714,0.27,0.45,0.4444444444444444,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.34710743801652894,0.0,1.0,0.5192307692307693,0.5587482219061167,0.5587349397590361,0.7817979404397438,0.5294117647058824,0.2260759493670886,0.42857142857142855,0.6900000000000001,0.2,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.30991735537190085,0.0,1.0,0.6346153846153847,0.5396870554765292,0.5396586345381527,0.5922627330921235,0.38235294117647056,0.4194936708860759,0.6171428571428571,0.5,0.25,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.2975206611570248,0.0,0.0,0.0,0.6384068278805122,0.6383868808567603,0.4439187308655719,0.5176470588235293,0.48810126582278485,0.4228571428571429,0.65,0.1,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.6033057851239669,0.0,0.0,0.0,0.4412517780938834,0.44126506024096385,0.6671305315892011,0.5470588235294117,0.528607594936709,0.76,0.53,0.2,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3140495867768595,0.0,0.0,0.0,0.177524893314367,0.17754350736278446,0.47286390203172834,0.711764705882353,0.5306329113924051,0.3657142857142857,0.28500000000000003,0.30000000000000004,0.5555555555555556,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5330578512396694,0.0,0.0,0.0,0.5206258890469417,0.5205823293172691,0.20289451711661563,0.5823529411764706,0.4602531645569621,0.44571428571428573,0.47500000000000003,0.9500000000000001,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4545454545454546,0.0,0.0,0.0,0.3140825035561878,0.31408969210174026,0.3821319231839688,0.6,0.48,0.6,0.385,0.30000000000000004,0.2222222222222222,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.5413223140495868,0.0,0.0,0.0,0.23072546230440966,0.23075635876840694,0.6824380740328415,0.4235294117647059,0.6,0.6571428571428571,0.515,0.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.23140495867768596,0.0,1.0,0.75,0.6059743954480797,0.6059236947791165,0.5318675201781241,0.6588235294117647,0.46253164556962023,0.6571428571428571,0.47500000000000003,0.15000000000000002,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.2190082644628099,0.0,0.0,0.0,0.38207681365576107,0.3820281124497992,0.4327859727247425,0.5882352941176471,0.2584810126582278,0.38857142857142857,0.735,0.2,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07851239669421488,0.0,0.0,0.0,0.5405405405405406,0.5404953145917001,0.718619537990537,0.49411764705882355,0.45949367088607596,0.5828571428571429,0.315,0.30000000000000004,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.19834710743801653,0.0,0.0,0.0,0.339402560455192,0.3393574297188755,0.5986640690231004,0.6411764705882352,0.4524050632911392,0.5142857142857142,0.555,0.05,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3057851239669422,0.0,0.0,0.0,0.6432432432432432,0.643239625167336,0.5608126913442805,0.6294117647058823,0.6232911392405063,0.56,0.515,0.25,0.1111111111111111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.045454545454545456,0.0,0.0,0.0,0.710099573257468,0.7100066934404283,0.7024770386863345,0.7,0.7093670886075949,0.5142857142857142,0.5900000000000001,0.15000000000000002,0.1111111111111111,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.23140495867768596,0.0,1.0,0.4807692307692308,0.5029871977240399,0.503012048192771,0.5427219593654328,0.4411764705882353,0.540506329113924,0.6628571428571428,0.41500000000000004,0.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.14462809917355374,0.0,1.0,0.576923076923077,0.4162162162162163,0.41616465863453816,0.45226829947119396,0.47058823529411764,0.32734177215189875,0.6228571428571429,0.7250000000000001,0.30000000000000004,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
